parcel_number,matched,latitude,longitude,census_tract
261369400,True,39.916498546493,-75.176290352476,42101003902
888091380,True,39.962325527037,-75.171327291911,42101012502
531241800,True,40.037453863763,-75.086309775185,42101031102
603086300,True,39.953952518401,-75.229173479714,42101008500
884345255,True,39.986810577144,-75.115027326481,42101017900
871533750,True,39.995430173143,-75.115163172315,42101017800
592044500,True,40.044472875011,-75.172565501709,42101025200
54225400,True,39.945858757958,-75.153191372536,42101000902
532182200,True,40.050345510608,-75.079787678723,42101031000
21459510,True,39.933086252502,-75.154744696235,42101002400
411160700,True,40.022172497496,-75.056147642075,42101032300
212272802,True,40.0346059231,-75.223217432319,42101021300
581401221,True,40.092348324714,-75.021801070273,42101035500
371233700,True,39.988130100808,-75.152052790337,42101016600
541286800,True,40.038726952225,-75.068586857662,42101031300
291261800,True,39.980858182281,-75.174308450734,42101014900
62239750,True,39.967576413986,-75.204296004808,42101010700
412218500,True,40.036789825571,-75.034913685082,42101033000
882816010,True,39.980839464775,-75.246494471133,42101011400
223269300,True,40.049142065799,-75.19316829482,42101023700
252338600,True,39.984508567215,-75.116329466066,42101017900
91069900,True,40.070423915333,-75.196935471147,42101025700
402081800,True,39.924350137542,-75.223862008105,42101006700
514078600,True,39.929784403395,-75.242008159707,42101006400
122283900,True,40.047983307246,-75.159423333585,42101024900
463180300,True,39.950831627014,-75.232032399416,42101008102
382112900,True,40.011833340297,-75.189659508065,42101020701
282051800,True,39.993153187463,-75.180597556005,42101016902
402221400,True,39.92548745499,-75.225759394196,42101006700
571092400,True,40.059102319174,-75.03156426651,42101034701
183089400,True,39.977662210857,-75.135846852796,42101015700
364274500,True,39.933854902893,-75.188566081188,42101003200
882922435,True,39.993940881491,-75.147729089858,42101017400
232515600,True,40.009940614288,-75.087493750467,42101029400
652274800,True,40.044402423071,-75.012992534853,42101034900
151270200,True,39.970870793523,-75.178868963795,42101013602
301033200,True,39.94416314787,-75.173771473548,42101001400
471240110,True,39.976624892789,-75.162551300203,42101014700
192307900,True,39.990160423154,-75.13837063534,42101016300
261209600,True,39.920781628917,-75.173187610498,42101003902
604172000,True,39.9556767232,-75.238831302461,42101008400
381124900,True,39.998643970028,-75.172967738378,42101017202
572092600,True,40.058272850923,-75.015645843113,42101034802
233088200,True,40.027419750827,-75.106917465046,42101029200
101289900,True,40.06296313708,-75.145702585878,42101026600
252179000,True,39.989901596983,-75.115395783854,42101017800
342144600,True,39.970770787267,-75.23764736836,42101010100
888303636,True,39.944058326795,-75.180457045187,42101001302
871539000,True,39.974362627494,-75.182357972585,42101013702
323102600,True,39.98745655994,-75.182782907275,42101015102
611028900,True,40.050067324772,-75.120322883496,42101027200
622009200,True,40.014609675371,-75.073997096874,42101029900
888211570,True,40.028675913732,-75.221171316406,42101021400
162262500,True,39.990816723136,-75.166407631963,42101016800
551507900,True,40.041256550144,-75.048875945631,42101031501
542147900,True,40.04847552817,-75.068630335653,42101031401
351314500,True,40.042350060381,-75.105270546961,42101030502
888660298,True,40.088830584078,-74.974342232821,42101036202
12018500,True,39.931755098614,-75.155198255719,42101002801
91057700,True,40.066996766461,-75.191429987244,42101025600
353208500,True,40.050137540677,-75.098955258148,42101030600
888650035,True,40.048876857159,-74.987690872737,42101035100
592255900,True,40.046919250453,-75.174990849332,42101025200
261333200,True,39.91938354791,-75.175237383815,42101003902
581319000,True,40.092418336861,-75.039522336443,42101035601
12462800,True,39.933095254986,-75.160672573739,42101002900
591103500,True,40.039342284739,-75.174134899455,42101024600
662610200,True,40.081716465126,-74.969016640786,42101036203
212062500,True,40.027586485583,-75.214256594548,42101021000
888094604,True,39.953866111187,-75.175146722312,42101000401
393330500,True,39.921773002138,-75.162309929759,42101004101
292193000,True,39.975163467853,-75.183882439135,42101013702
511068200,True,39.944475744982,-75.228497692771,42101007200
131059600,True,40.009980301524,-75.156404145807,42101020102
61203300,True,39.960541851469,-75.204478645338,42101009200
43272100,True,39.975098018566,-75.234157686707,42101011200
62061100,True,39.968099158475,-75.20691625736,42101010700
871551340,True,39.932394365101,-75.173877990051,42101003002
151340175,True,39.971724418306,-75.184596350144,42101013602
451184000,True,39.986231449783,-75.09693276813,42101037900
461182100,True,39.946255526276,-75.21202015659,42101007800
551224400,True,40.036091717663,-75.056178965024,42101031502
403281700,True,39.919869538048,-75.243834664214,42101006300
151189300,True,39.969367725366,-75.175566922071,42101013601
365260100,True,39.937857383768,-75.172049749007,42101002200
352103300,True,40.041596279689,-75.098482837742,42101030501
361367100,True,39.93741351773,-75.183590682178,42101002000
