objectid,parcelcount,buildvaccount,buildvacpercentage,date_update,Shape__Area,Shape__Length
12160,8,0,0,2025/07/07 00:00:00+00,1869.1484375,176.882686767344
12161,26,0,0,2025/07/07 00:00:00+00,3890.54296875,374.461895855902
12162,24,0,0,2025/07/07 00:00:00+00,2664.9453125,322.343818061249
12163,25,0,0,2025/07/07 00:00:00+00,7618.56640625,355.780397006008
12164,32,0,0,2025/07/07 00:00:00+00,15485.94140625,598.50414392324
12165,30,0,0,2025/07/07 00:00:00+00,4653.046875,439.774586610703
12166,23,0,0,2025/07/07 00:00:00+00,2500.203125,298.515908042796
12167,28,0,0,2025/07/07 00:00:00+00,3172.78515625,357.99458047695
12168,10,0,0,2025/07/07 00:00:00+00,1947.40625,193.437246141836
12169,20,0,0,2025/07/07 00:00:00+00,16465.86328125,567.83118902972
12170,19,0,0,2025/07/07 00:00:00+00,16797.04296875,563.028685559955
12171,10,0,0,2025/07/07 00:00:00+00,1977.41796875,203.713267661581
12172,10,3,0.3,2025/07/07 00:00:00+00,1052.64453125,147.553085203289
12173,32,1,0.03,2025/07/07 00:00:00+00,3355.53515625,383.79043798922
12174,19,0,0,2025/07/07 00:00:00+00,22144.7578125,858.797222428418
12175,14,0,0,2025/07/07 00:00:00+00,11577.33984375,462.042714849677
12176,16,0,0,2025/07/07 00:00:00+00,6636.2890625,412.369747295787
12177,12,0,0,2025/07/07 00:00:00+00,5207.515625,340.95260889627
12178,19,0,0,2025/07/07 00:00:00+00,2930.3671875,280.841886708969
12179,52,0,0,2025/07/07 00:00:00+00,5110.33203125,515.960785661419
12180,22,0,0,2025/07/07 00:00:00+00,2630.87109375,294.322749938922
12181,28,1,0.04,2025/07/07 00:00:00+00,3479.80859375,376.403528734531
12182,26,0,0,2025/07/07 00:00:00+00,4140.99609375,371.64820146099
12183,25,1,0.04,2025/07/07 00:00:00+00,3029.46484375,357.281359584522
12184,19,1,0.05,2025/07/07 00:00:00+00,2005.01953125,256.756727505297
12185,23,0,0,2025/07/07 00:00:00+00,2402.7265625,293.941170662612
12186,28,0,0,2025/07/07 00:00:00+00,2955.01171875,353.686756515229
12187,24,0,0,2025/07/07 00:00:00+00,6663.265625,459.691607655481
12188,34,3,0.09,2025/07/07 00:00:00+00,5891.30078125,501.105345824021
12189,33,0,0,2025/07/07 00:00:00+00,5630.20703125,461.696818789809
12190,30,2,0.07,2025/07/07 00:00:00+00,4863.1328125,426.977179448378
12191,22,0,0,2025/07/07 00:00:00+00,6259.25,412.742827632467
12192,6,0,0,2025/07/07 00:00:00+00,789.19921875,119.212433131057
12193,12,0,0,2025/07/07 00:00:00+00,3693.78515625,246.280909208287
12194,48,0,0,2025/07/07 00:00:00+00,17604.70703125,574.67015414445
12195,17,0,0,2025/07/07 00:00:00+00,14943.30859375,619.476086716121
12196,44,0,0,2025/07/07 00:00:00+00,8488.39453125,414.347885570376
12197,24,0,0,2025/07/07 00:00:00+00,5740.51953125,318.510968413432
12198,10,0,0,2025/07/07 00:00:00+00,1980.125,193.134892747727
12199,12,0,0,2025/07/07 00:00:00+00,1417.31640625,175.276394840854
12200,24,0,0,2025/07/07 00:00:00+00,5277.14453125,380.311384085108
12201,22,0,0,2025/07/07 00:00:00+00,15583.5625,566.951197712094
12202,44,0,0,2025/07/07 00:00:00+00,9076.24609375,410.773249814974
12203,2,1,0.5,2025/07/07 00:00:00+00,10764.59765625,434.143628547356
12204,23,0,0,2025/07/07 00:00:00+00,14953.70703125,597.703537308797
12205,34,0,0,2025/07/07 00:00:00+00,6492.95703125,497.181678586088
12206,24,1,0.04,2025/07/07 00:00:00+00,5520.125,379.298206192301
12207,24,0,0,2025/07/07 00:00:00+00,5897.12890625,384.452944798219
12208,12,0,0,2025/07/07 00:00:00+00,2514.06640625,213.59505866426
12209,15,2,0.13,2025/07/07 00:00:00+00,2740.99609375,242.198454609166
12210,12,0,0,2025/07/07 00:00:00+00,2406.98828125,218.864257428759
12211,21,0,0,2025/07/07 00:00:00+00,4008.875,375.301374254871
12212,27,0,0,2025/07/07 00:00:00+00,4005.2109375,374.549344526024
12213,27,1,0.04,2025/07/07 00:00:00+00,3521.15234375,369.101919591646
12214,26,0,0,2025/07/07 00:00:00+00,27974.82421875,694.230730900258
12215,14,0,0,2025/07/07 00:00:00+00,7271.00390625,455.475647366478
12216,7,2,0.29,2025/07/07 00:00:00+00,1283.70703125,147.469572392049
12217,44,2,0.05,2025/07/07 00:00:00+00,13226.2109375,503.540867931282
12218,20,0,0,2025/07/07 00:00:00+00,2032.55078125,242.712637200445
12219,1,0,0,2025/07/07 00:00:00+00,5592.859375,360.483468502224
12220,20,0,0,2025/07/07 00:00:00+00,14806.546875,489.91157200553
12221,24,0,0,2025/07/07 00:00:00+00,6289.17578125,435.553500154975
12222,16,0,0,2025/07/07 00:00:00+00,4851.234375,382.737516505934
12223,24,0,0,2025/07/07 00:00:00+00,7799.96484375,598.258975266052
12224,35,0,0,2025/07/07 00:00:00+00,7377.35546875,360.495654133804
12225,12,1,0.08,2025/07/07 00:00:00+00,3384.1015625,245.217409720697
12226,28,0,0,2025/07/07 00:00:00+00,8862.17578125,461.889197718299
12227,28,0,0,2025/07/07 00:00:00+00,3704.16796875,369.078319374252
12228,25,0,0,2025/07/07 00:00:00+00,6418.625,399.23528478112
12229,6,0,0,2025/07/07 00:00:00+00,1918.5390625,203.158583853695
12230,8,0,0,2025/07/07 00:00:00+00,1214.1640625,143.495750534795
12231,17,0,0,2025/07/07 00:00:00+00,21534.5234375,743.877276007515
12232,19,0,0,2025/07/07 00:00:00+00,17985.57421875,579.71118720613
12233,8,0,0,2025/07/07 00:00:00+00,1890.3203125,176.579899622882
12234,10,0,0,2025/07/07 00:00:00+00,1988.0625,185.734126172251
12235,25,0,0,2025/07/07 00:00:00+00,24121.95703125,664.05544742587
12236,21,0,0,2025/07/07 00:00:00+00,32616.65234375,1116.69544642754
12237,20,1,0.05,2025/07/07 00:00:00+00,29344.9921875,709.581036919235
12238,24,0,0,2025/07/07 00:00:00+00,26987.8671875,769.16683528647
12239,26,0,0,2025/07/07 00:00:00+00,37179.69140625,877.293513627705
12240,9,0,0,2025/07/07 00:00:00+00,9478.02734375,494.726406343515
12241,6,0,0,2025/07/07 00:00:00+00,1463.890625,153.197000267925
12242,38,0,0,2025/07/07 00:00:00+00,15378.13671875,790.263518040423
12243,51,0,0,2025/07/07 00:00:00+00,11055.703125,504.794023433481
12244,24,0,0,2025/07/07 00:00:00+00,3558.4375,375.613841847868
12245,54,0,0,2025/07/07 00:00:00+00,16565.921875,596.91843914172
12246,39,0,0,2025/07/07 00:00:00+00,10408.1875,547.256773841092
12247,17,1,0.06,2025/07/07 00:00:00+00,1729.14453125,226.618718965673
12248,25,1,0.04,2025/07/07 00:00:00+00,3197.3203125,328.255379421748
12249,31,1,0.03,2025/07/07 00:00:00+00,3525.19921875,390.467977548475
12250,36,3,0.08,2025/07/07 00:00:00+00,5555.38671875,517.526512731767
12251,85,1,0.01,2025/07/07 00:00:00+00,27643.921875,798.549528855483
12252,23,0,0,2025/07/07 00:00:00+00,3849.8515625,312.333753503198
12253,37,1,0.03,2025/07/07 00:00:00+00,8434.53125,410.817542902782
12254,1,0,0,2025/07/07 00:00:00+00,52314.59375,1082.37521715774
12255,7,0,0,2025/07/07 00:00:00+00,6203.46875,379.300257839174
12256,41,1,0.02,2025/07/07 00:00:00+00,6049.625,614.456655946975
12257,32,0,0,2025/07/07 00:00:00+00,5764.828125,528.293299216592
12258,37,0,0,2025/07/07 00:00:00+00,5399.26953125,360.635457208145
12259,31,0,0,2025/07/07 00:00:00+00,4938.98828125,458.838988519444
12260,32,2,0.06,2025/07/07 00:00:00+00,6941.00390625,510.432798368181
12261,11,0,0,2025/07/07 00:00:00+00,4018.546875,260.300643425911
12262,4,0,0,2025/07/07 00:00:00+00,21847.84375,608.117375335703
12263,40,1,0.03,2025/07/07 00:00:00+00,16760.76953125,579.354321990014
12264,19,0,0,2025/07/07 00:00:00+00,3517.6015625,279.98875954203
12265,36,0,0,2025/07/07 00:00:00+00,13482.640625,482.627137172109
12266,42,1,0.02,2025/07/07 00:00:00+00,6204.70703125,395.616286010499
12267,1,0,0,2025/07/07 00:00:00+00,11613.89453125,466.113683921051
12268,61,1,0.02,2025/07/07 00:00:00+00,20629.72265625,783.649375729647
12269,45,1,0.02,2025/07/07 00:00:00+00,52057.66015625,1678.2011824953
12270,6,0,0,2025/07/07 00:00:00+00,1044.4140625,131.433000443398
12271,70,2,0.03,2025/07/07 00:00:00+00,8752.8828125,855.558067608305
12272,1,0,0,2025/07/07 00:00:00+00,40153.7265625,803.010674509944
12273,33,1,0.03,2025/07/07 00:00:00+00,7193.12890625,517.57122886633
12274,16,0,0,2025/07/07 00:00:00+00,7058.14453125,463.28693482289
12275,25,0,0,2025/07/07 00:00:00+00,4121.35546875,268.695180159432
12276,11,0,0,2025/07/07 00:00:00+00,1371.1796875,202.19595236935
12277,19,1,0.05,2025/07/07 00:00:00+00,2099.21484375,257.991039184032
12278,21,0,0,2025/07/07 00:00:00+00,11384.8984375,446.766788500833
12279,44,0,0,2025/07/07 00:00:00+00,41524.7734375,996.636111352525
12280,3,0,0,2025/07/07 00:00:00+00,7172.6015625,469.92060651689
12281,17,1,0.06,2025/07/07 00:00:00+00,6322.6953125,411.194327750474
12282,17,1,0.06,2025/07/07 00:00:00+00,2050.703125,249.0761225033
12283,5,0,0,2025/07/07 00:00:00+00,540.4453125,94.4049717195247
12284,8,1,0.12,2025/07/07 00:00:00+00,835.265625,125.760122095284
12285,14,0,0,2025/07/07 00:00:00+00,2860.92578125,230.916874253193
12286,9,0,0,2025/07/07 00:00:00+00,1196.74609375,176.292983603935
12287,28,0,0,2025/07/07 00:00:00+00,19124.1015625,567.185197334292
12288,13,0,0,2025/07/07 00:00:00+00,2933.2421875,239.130642623781
12289,2,0,0,2025/07/07 00:00:00+00,1999.875,211.510808378061
12290,4,0,0,2025/07/07 00:00:00+00,622.0390625,99.6776901476115
12291,15,0,0,2025/07/07 00:00:00+00,8801.38671875,393.754168091731
12292,36,0,0,2025/07/07 00:00:00+00,3433.86328125,443.254209621303
12293,22,0,0,2025/07/07 00:00:00+00,5998.16015625,406.811418611583
12294,44,0,0,2025/07/07 00:00:00+00,17512.9609375,573.467646810133
12295,46,0,0,2025/07/07 00:00:00+00,18928.19921875,596.534963852812
12296,24,0,0,2025/07/07 00:00:00+00,53214.640625,1378.83477594454
12297,12,0,0,2025/07/07 00:00:00+00,6019.2890625,327.997231639461
12298,5,0,0,2025/07/07 00:00:00+00,64357.2890625,1027.5415418094
12299,49,0,0,2025/07/07 00:00:00+00,10327.69921875,440.322886106128
12300,26,0,0,2025/07/07 00:00:00+00,3856.953125,359.297765197141
12301,20,0,0,2025/07/07 00:00:00+00,1814.1875,254.140647330121
12302,11,0,0,2025/07/07 00:00:00+00,1774.83203125,189.701414928874
12303,9,0,0,2025/07/07 00:00:00+00,1939.8671875,198.192717487788
12304,15,0,0,2025/07/07 00:00:00+00,3179.52734375,256.847157954759
12305,18,0,0,2025/07/07 00:00:00+00,5244.23046875,401.544486157384
12306,18,2,0.11,2025/07/07 00:00:00+00,3505.84375,236.929484450549
12307,9,0,0,2025/07/07 00:00:00+00,1872.95703125,179.979235041329
12308,16,1,0.06,2025/07/07 00:00:00+00,10163.44140625,543.53361339228
12309,36,0,0,2025/07/07 00:00:00+00,16032.41796875,560.127018784891
12310,64,0,0,2025/07/07 00:00:00+00,56709.4765625,1598.86970253134
12311,31,0,0,2025/07/07 00:00:00+00,6575.734375,458.270158476187
12312,31,0,0,2025/07/07 00:00:00+00,6235.73828125,465.632123096784
12313,34,0,0,2025/07/07 00:00:00+00,12465.16796875,750.412897285415
12314,33,1,0.03,2025/07/07 00:00:00+00,18896.54296875,589.112050881573
12315,51,0,0,2025/07/07 00:00:00+00,6092.08984375,675.499798776425
12316,43,0,0,2025/07/07 00:00:00+00,18579.9765625,583.158606444105
12317,42,0,0,2025/07/07 00:00:00+00,18100.42578125,645.813176084159
12318,9,0,0,2025/07/07 00:00:00+00,2850.48046875,221.656438032891
12319,15,0,0,2025/07/07 00:00:00+00,2086.6953125,251.293597337925
12320,29,3,0.1,2025/07/07 00:00:00+00,3562.0390625,388.335031203042
12321,9,0,0,2025/07/07 00:00:00+00,752.7890625,128.518624140768
12322,27,1,0.04,2025/07/07 00:00:00+00,3150.15234375,346.268745079893
12323,27,0,0,2025/07/07 00:00:00+00,15974.578125,550.607567513344
12324,34,0,0,2025/07/07 00:00:00+00,19724.22265625,632.644208299041
12325,26,0,0,2025/07/07 00:00:00+00,16162.25390625,554.683444686624
12326,57,0,0,2025/07/07 00:00:00+00,13817.796875,528.105583470244
12327,26,0,0,2025/07/07 00:00:00+00,15626.859375,511.236197965268
12328,8,0,0,2025/07/07 00:00:00+00,1026.46875,135.152419995385
12329,2,0,0,2025/07/07 00:00:00+00,17102.62109375,570.36647383988
12330,10,0,0,2025/07/07 00:00:00+00,1683.24609375,180.652939137291
12331,41,2,0.05,2025/07/07 00:00:00+00,8694.23828125,634.475874233969
12332,31,0,0,2025/07/07 00:00:00+00,6752.2734375,461.918975697854
12333,18,1,0.06,2025/07/07 00:00:00+00,8190.1171875,494.81430621245
12334,19,0,0,2025/07/07 00:00:00+00,2788.02734375,275.341412409597
12335,21,1,0.05,2025/07/07 00:00:00+00,5366.41015625,360.360507508379
12336,3,0,0,2025/07/07 00:00:00+00,14234.02734375,668.586743206805
12337,12,0,0,2025/07/07 00:00:00+00,5790.390625,611.874330132468
12338,22,0,0,2025/07/07 00:00:00+00,4233.10546875,329.146687196946
12339,11,2,0.18,2025/07/07 00:00:00+00,2225.84375,204.699790102381
12340,17,0,0,2025/07/07 00:00:00+00,2386.90625,252.616426062982
12341,25,0,0,2025/07/07 00:00:00+00,5840.9453125,391.953352927866
12342,19,1,0.05,2025/07/07 00:00:00+00,2124.515625,247.895679000764
12343,24,0,0,2025/07/07 00:00:00+00,2304.89453125,299.192437164009
12344,7,0,0,2025/07/07 00:00:00+00,1235.5234375,145.856645925731
12345,23,1,0.04,2025/07/07 00:00:00+00,31695.30859375,1046.83043376827
12346,23,0,0,2025/07/07 00:00:00+00,2285.75390625,297.139981593252
12347,36,0,0,2025/07/07 00:00:00+00,46500.921875,1138.77232004608
12348,6,0,0,2025/07/07 00:00:00+00,5637.6015625,329.678762391929
12349,21,0,0,2025/07/07 00:00:00+00,4372.26953125,324.193979737058
12350,59,0,0,2025/07/07 00:00:00+00,24760.265625,1378.12367215128
12351,28,0,0,2025/07/07 00:00:00+00,4691.41015625,395.740450335909
12352,12,0,0,2025/07/07 00:00:00+00,14730.7578125,530.593271511535
12353,27,0,0,2025/07/07 00:00:00+00,3539.0703125,386.616588311689
12354,5,0,0,2025/07/07 00:00:00+00,4075.30078125,392.522964035951
12355,5,0,0,2025/07/07 00:00:00+00,14006.7734375,492.633305484992
12356,24,0,0,2025/07/07 00:00:00+00,7011.69921875,486.127527244804
12357,16,0,0,2025/07/07 00:00:00+00,2248.53515625,247.428483833061
12358,29,2,0.07,2025/07/07 00:00:00+00,5082.02734375,351.777737273683
12359,18,0,0,2025/07/07 00:00:00+00,4130.9375,387.739645003018
12360,48,0,0,2025/07/07 00:00:00+00,25851.171875,697.571631340595
12361,15,1,0.07,2025/07/07 00:00:00+00,2175.97265625,217.832420238806
12362,10,0,0,2025/07/07 00:00:00+00,1512.140625,166.071216813515
12363,39,0,0,2025/07/07 00:00:00+00,7773.17578125,543.741887569793
12364,10,0,0,2025/07/07 00:00:00+00,849.2265625,137.722889427001
12365,9,0,0,2025/07/07 00:00:00+00,1742.84375,178.580174347478
12366,29,1,0.03,2025/07/07 00:00:00+00,3815.65625,375.360892183695
12367,15,1,0.07,2025/07/07 00:00:00+00,7447.88671875,501.823903287733
12368,4,0,0,2025/07/07 00:00:00+00,1390.51953125,149.194139966394
12369,4,0,0,2025/07/07 00:00:00+00,3964.5703125,312.141398797836
12370,28,1,0.04,2025/07/07 00:00:00+00,6421.8359375,328.726384496136
12371,30,0,0,2025/07/07 00:00:00+00,3929.390625,408.834577911458
12372,50,1,0.02,2025/07/07 00:00:00+00,10818.66796875,604.528495025087
12373,55,0,0,2025/07/07 00:00:00+00,15770.35546875,666.136676525383
12374,11,0,0,2025/07/07 00:00:00+00,1243.015625,163.861800839867
12375,46,0,0,2025/07/07 00:00:00+00,8991.515625,497.820061688223
12376,10,0,0,2025/07/07 00:00:00+00,8902.88671875,417.984825014803
12377,20,0,0,2025/07/07 00:00:00+00,4468.43359375,365.548089122324
12378,11,0,0,2025/07/07 00:00:00+00,1427.0625,172.897468902468
12379,32,1,0.03,2025/07/07 00:00:00+00,6624.41015625,462.495242615195
12380,26,1,0.04,2025/07/07 00:00:00+00,24693.328125,821.792047118441
12381,27,0,0,2025/07/07 00:00:00+00,9885.01953125,487.096394876785
12382,26,1,0.04,2025/07/07 00:00:00+00,11492.19140625,532.191847897475
12383,32,0,0,2025/07/07 00:00:00+00,7339.26171875,473.982478553118
12384,32,1,0.03,2025/07/07 00:00:00+00,7100.5390625,471.399945408209
12385,36,0,0,2025/07/07 00:00:00+00,10526.015625,572.334698042986
12386,22,0,0,2025/07/07 00:00:00+00,7390.43359375,366.811971979705
12387,40,0,0,2025/07/07 00:00:00+00,13806.5390625,609.993704627765
12388,56,0,0,2025/07/07 00:00:00+00,14060.375,524.939427984372
12389,43,2,0.05,2025/07/07 00:00:00+00,23542.51171875,712.954626730845
12390,16,0,0,2025/07/07 00:00:00+00,3015.2578125,256.068543508795
12391,7,0,0,2025/07/07 00:00:00+00,1152.2578125,140.210801348822
12392,13,0,0,2025/07/07 00:00:00+00,4948.0234375,323.339861457297
12393,1,0,0,2025/07/07 00:00:00+00,9775.64453125,519.410013034231
12394,9,0,0,2025/07/07 00:00:00+00,1322.36328125,157.574253508777
12395,23,1,0.04,2025/07/07 00:00:00+00,2800.203125,312.97134165132
12396,15,0,0,2025/07/07 00:00:00+00,2840.05859375,246.531818759756
12397,22,3,0.14,2025/07/07 00:00:00+00,3155.05078125,311.639112993361
12398,27,1,0.04,2025/07/07 00:00:00+00,4334.90625,381.182065873295
12399,1,0,0,2025/07/07 00:00:00+00,33718.1015625,741.309919120402
12400,28,0,0,2025/07/07 00:00:00+00,5020.8828125,415.30529615405
12401,52,2,0.04,2025/07/07 00:00:00+00,23079.8359375,770.770534186269
12402,20,1,0.05,2025/07/07 00:00:00+00,11266.80859375,579.034348797419
12403,20,0,0,2025/07/07 00:00:00+00,3348.60546875,286.867533077994
12404,24,6,0.25,2025/07/07 00:00:00+00,27741.265625,1109.53835374661
12405,34,0,0,2025/07/07 00:00:00+00,5741.18359375,474.172614724003
12406,8,0,0,2025/07/07 00:00:00+00,3242.984375,231.277788375493
12407,1,0,0,2025/07/07 00:00:00+00,2191.12109375,199.970318289357
12408,14,0,0,2025/07/07 00:00:00+00,87984.6328125,1360.37183815649
12409,10,0,0,2025/07/07 00:00:00+00,1991.02734375,186.990812990999
12410,5,0,0,2025/07/07 00:00:00+00,4177.671875,269.334559548076
12411,22,0,0,2025/07/07 00:00:00+00,3982.56640625,351.301998653317
12412,19,0,0,2025/07/07 00:00:00+00,2543.04296875,263.212079521073
12413,24,0,0,2025/07/07 00:00:00+00,4331.51953125,349.519488639418
12414,19,0,0,2025/07/07 00:00:00+00,14888.68359375,576.655283562535
12415,12,0,0,2025/07/07 00:00:00+00,9683.38671875,413.85991222004
12416,27,0,0,2025/07/07 00:00:00+00,19193.4296875,639.716966280229
12417,1,0,0,2025/07/07 00:00:00+00,32008.34765625,721.369576840023
12418,20,0,0,2025/07/07 00:00:00+00,11215.81640625,555.471629469691
12419,80,1,0.01,2025/07/07 00:00:00+00,36555.10546875,1499.58309873764
12420,52,0,0,2025/07/07 00:00:00+00,9483.5703125,488.943530652047
12421,14,0,0,2025/07/07 00:00:00+00,16662.56640625,643.13261402127
12422,16,0,0,2025/07/07 00:00:00+00,3789.35546875,278.950862112335
12423,24,0,0,2025/07/07 00:00:00+00,3031.20703125,324.161599668388
12424,53,1,0.02,2025/07/07 00:00:00+00,8939.45703125,790.742313836268
12425,12,2,0.17,2025/07/07 00:00:00+00,2024.34765625,241.471243192552
12426,14,1,0.07,2025/07/07 00:00:00+00,3659.21484375,260.355689611973
12427,47,1,0.02,2025/07/07 00:00:00+00,8664.4609375,488.299434496172
12428,46,0,0,2025/07/07 00:00:00+00,7517.23828125,699.637019369136
12429,22,0,0,2025/07/07 00:00:00+00,3861.421875,367.439505728091
12430,17,0,0,2025/07/07 00:00:00+00,6417.53125,394.77995935373
12431,2,0,0,2025/07/07 00:00:00+00,18227.58984375,581.666170281766
12432,31,0,0,2025/07/07 00:00:00+00,13635.8828125,638.610670957017
12433,41,0,0,2025/07/07 00:00:00+00,13394.1328125,484.239101830247
12434,27,0,0,2025/07/07 00:00:00+00,51185.453125,1167.54989506641
12435,23,0,0,2025/07/07 00:00:00+00,4202.078125,333.436681190375
12436,13,0,0,2025/07/07 00:00:00+00,8267.83984375,391.668742831477
12437,36,2,0.06,2025/07/07 00:00:00+00,6225.5234375,499.937393622258
12438,19,0,0,2025/07/07 00:00:00+00,4590.96484375,323.526544453436
12439,26,0,0,2025/07/07 00:00:00+00,5577.03515625,483.144240029017
12440,8,1,0.12,2025/07/07 00:00:00+00,1585.03515625,161.611200594199
12441,19,0,0,2025/07/07 00:00:00+00,2713.2734375,276.096663890694
12442,1,0,0,2025/07/07 00:00:00+00,26585.68359375,652.254975863599
12443,33,2,0.06,2025/07/07 00:00:00+00,4345.92578125,437.716134532604
12444,20,0,0,2025/07/07 00:00:00+00,2445.16015625,349.042844988253
12445,49,0,0,2025/07/07 00:00:00+00,7775.171875,518.414293769946
12446,32,1,0.03,2025/07/07 00:00:00+00,7047.58984375,464.281019679623
12447,46,2,0.04,2025/07/07 00:00:00+00,11844.19140625,459.287316240265
12448,9,0,0,2025/07/07 00:00:00+00,3168.59765625,232.092226210237
12449,16,0,0,2025/07/07 00:00:00+00,16484.4375,556.887959778145
12450,48,1,0.02,2025/07/07 00:00:00+00,16948.20703125,904.546344201777
12451,9,0,0,2025/07/07 00:00:00+00,1791.296875,173.919481179701
12452,36,1,0.03,2025/07/07 00:00:00+00,10052.60546875,471.676794711851
12453,40,2,0.05,2025/07/07 00:00:00+00,10855.95703125,432.278971266329
12454,41,1,0.02,2025/07/07 00:00:00+00,14713.53125,642.98481835259
12455,17,0,0,2025/07/07 00:00:00+00,10539.70703125,421.807077743316
12456,13,0,0,2025/07/07 00:00:00+00,11016.984375,431.886682053106
12457,17,1,0.06,2025/07/07 00:00:00+00,8614.93359375,543.877211269037
12458,26,1,0.04,2025/07/07 00:00:00+00,9810.7109375,572.784493390842
12459,3,0,0,2025/07/07 00:00:00+00,571.53515625,96.8808546766066
12460,52,0,0,2025/07/07 00:00:00+00,8961.08203125,457.368948451592
12461,13,2,0.15,2025/07/07 00:00:00+00,2764.421875,231.263013982177
12462,23,0,0,2025/07/07 00:00:00+00,16937.1484375,545.536846239267
12463,6,1,0.17,2025/07/07 00:00:00+00,754.23046875,116.241252099549
12464,8,0,0,2025/07/07 00:00:00+00,15350.0078125,566.78908234872
12465,8,0,0,2025/07/07 00:00:00+00,770.63671875,120.169998811787
12466,28,1,0.04,2025/07/07 00:00:00+00,4366.2734375,370.998594000419
12467,27,0,0,2025/07/07 00:00:00+00,2782.23828125,346.147469836348
12468,28,4,0.14,2025/07/07 00:00:00+00,4042.14453125,385.836456224452
12469,25,1,0.04,2025/07/07 00:00:00+00,2405.83203125,316.221942288792
12470,6,1,0.17,2025/07/07 00:00:00+00,1029.69921875,130.920227392198
12471,18,0,0,2025/07/07 00:00:00+00,1951.4765625,242.938873550782
12472,16,0,0,2025/07/07 00:00:00+00,2804.60546875,259.827929270072
12473,23,0,0,2025/07/07 00:00:00+00,2543.20703125,296.573567076452
12474,22,0,0,2025/07/07 00:00:00+00,4737.50390625,359.035695779248
12475,33,0,0,2025/07/07 00:00:00+00,18430.0859375,605.435306269597
12476,60,0,0,2025/07/07 00:00:00+00,21262.6171875,657.214624306004
12477,7,0,0,2025/07/07 00:00:00+00,1240.5,146.567111453405
12478,3,0,0,2025/07/07 00:00:00+00,525.9140625,93.1028200109779
12479,41,0,0,2025/07/07 00:00:00+00,9042.71875,617.801505784968
12480,6,0,0,2025/07/07 00:00:00+00,946.32421875,125.926957003887
12481,17,0,0,2025/07/07 00:00:00+00,2719.19921875,268.648620095761
12482,31,1,0.03,2025/07/07 00:00:00+00,30165.3671875,1054.72335210437
12483,17,0,0,2025/07/07 00:00:00+00,2695.578125,246.796056897622
12484,36,0,0,2025/07/07 00:00:00+00,17560.1484375,569.280665423531
12485,7,0,0,2025/07/07 00:00:00+00,3576.88671875,256.590220514881
12486,42,0,0,2025/07/07 00:00:00+00,10524.359375,627.405321393566
12487,42,0,0,2025/07/07 00:00:00+00,10371.87109375,626.769688478716
12488,2,0,0,2025/07/07 00:00:00+00,8102.765625,360.715619470372
12489,9,1,0.11,2025/07/07 00:00:00+00,10753.8984375,534.394682018225
12490,36,1,0.03,2025/07/07 00:00:00+00,5059.73046875,454.683277144619
12491,72,0,0,2025/07/07 00:00:00+00,25175.4921875,649.777491818773
12492,17,0,0,2025/07/07 00:00:00+00,18390.4375,748.72119800432
12493,39,0,0,2025/07/07 00:00:00+00,14267.7109375,479.107778937658
12494,26,0,0,2025/07/07 00:00:00+00,4728.31640625,458.035800663241
12495,45,0,0,2025/07/07 00:00:00+00,16281.18359375,573.685787708856
12496,52,0,0,2025/07/07 00:00:00+00,12631.71484375,539.339863888767
12497,19,0,0,2025/07/07 00:00:00+00,3140.6796875,352.671546054966
12498,45,0,0,2025/07/07 00:00:00+00,11642.0703125,460.059704660913
12499,1,0,0,2025/07/07 00:00:00+00,2653.16796875,208.82913585567
12500,7,0,0,2025/07/07 00:00:00+00,1096.6015625,138.76070764134
12501,25,1,0.04,2025/07/07 00:00:00+00,3787.6484375,372.134409096547
12502,9,0,0,2025/07/07 00:00:00+00,161369.23046875,1810.52284578079
12503,20,0,0,2025/07/07 00:00:00+00,11184.4140625,442.965941568311
12504,4,0,0,2025/07/07 00:00:00+00,277006.32421875,2207.13372124254
12505,27,0,0,2025/07/07 00:00:00+00,215680.91796875,3873.28715874998
12506,38,0,0,2025/07/07 00:00:00+00,6822.45703125,523.39226519042
12507,27,2,0.07,2025/07/07 00:00:00+00,3690.99609375,368.776195709752
12508,13,1,0.08,2025/07/07 00:00:00+00,1452.91015625,185.764298685426
12509,20,0,0,2025/07/07 00:00:00+00,6809.14453125,334.892017557802
12510,2,0,0,2025/07/07 00:00:00+00,11949.875,443.309483193162
12511,6,0,0,2025/07/07 00:00:00+00,27268.265625,764.58364668656
12512,40,2,0.05,2025/07/07 00:00:00+00,13867.55078125,600.830361673642
12513,13,0,0,2025/07/07 00:00:00+00,2075.765625,207.039287485781
12514,31,0,0,2025/07/07 00:00:00+00,5650.7265625,457.879171507325
12515,55,0,0,2025/07/07 00:00:00+00,10119.07421875,562.166080326967
12516,7,0,0,2025/07/07 00:00:00+00,1456.3046875,154.517296038584
12517,32,0,0,2025/07/07 00:00:00+00,19824.546875,615.476626849328
12518,18,0,0,2025/07/07 00:00:00+00,13008.61328125,604.492213434598
12519,18,0,0,2025/07/07 00:00:00+00,8922.328125,428.51275814771
12520,21,0,0,2025/07/07 00:00:00+00,2873.34765625,297.618820065634
12521,39,0,0,2025/07/07 00:00:00+00,11113.8671875,681.411506824775
12522,64,1,0.02,2025/07/07 00:00:00+00,12193.09765625,531.332667159402
12523,11,0,0,2025/07/07 00:00:00+00,1957.71875,198.369520115207
