OBJECTID,TRAIL_NAME,TRAIL_SYSTEM,ALIAS,LABEL,TRAIL_ID,TRAIL_TYPE,TRAIL_SURFACE,TRAIL_STATUS,TRAIL_RESTRICTIONS,PEDESTRIAN_ACCESS,BIKE_ACCESS,HORSE_ACCESS,CIRCUIT_TRAIL,ECG_TRAIL,SRT_TRAIL,DRG_TRAIL,MILES,COMMENTS,NMT911_TRAIL,Shape__Length
159,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.37268461,,N,784.717332842996
160,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10677075,,N,224.742987696992
161,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.25219348,,N,530.50309060089
162,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21203389,,N,446.718265123873
163,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.2257407,,N,474.412050827355
164,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.07299725,,N,153.239479211363
165,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.39951359,,N,840.342309475127
166,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05985284,,N,125.932398739631
167,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15659675,,N,329.781982828285
168,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15108327,,N,317.783825923515
169,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23273472,,N,489.390487042568
170,Yellow Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0314484,,N,66.1559638736524
171,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.00928755,,N,19.5146961121157
172,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.2520281,,N,529.340307893834
173,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.14999436,,N,315.022775634725
174,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.36305087,,N,763.200497141133
175,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.24349909,,N,512.247065075106
176,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05804843,,N,122.179039506112
177,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13560551,,N,285.331158912492
178,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.15077037,,N,316.993643525676
179,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.42814151,,N,900.649915574977
180,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21640606,,N,454.824376953274
181,Minor Trail,EAST_FAIRMOUNT,,,,MINOR,HARD,EXISTING,,Y,Y,N,N,N,N,N,0.02304883,,N,48.4969488295969
182,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16398691,,N,345.340928243225
183,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23628425,,N,497.436008701096
184,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19069913,,N,401.053445067152
185,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01436883,,N,30.1680000196664
186,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10970129,,N,230.366363183228
187,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13786644,Minor changes as part of Fall 2021 reroute,N,290.333321635683
188,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16697204,<Null>,N,351.393315171194
189,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07823754,,N,164.535254896218
190,Orange Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03023531,,N,63.5983052121286
191,Orange Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04611985,,N,97.0459491918996
192,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.67605295,,N,1422.57169918556
193,Livezey Lane Sidepath,WISSAHICKON,,Livezey Lane Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05449679,,N,114.643551257938
194,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12088093,,N,254.112148915739
195,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04194584,,N,88.2940028287873
196,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08420596,,N,177.213609051709
197,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21023243,,N,442.368355456088
198,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23185473,,N,487.851444007095
199,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0358871,,N,75.4573643477698
200,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07918002,,N,166.734491619353
201,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12620356,,N,265.772936027237
202,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11532562,,N,242.900150083957
203,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0739588,,N,155.673475115234
204,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1898045,,N,399.729499986946
205,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12632534,,N,265.798388866046
206,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08132389,,N,171.041738852677
207,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16663668,,N,350.673360488609
208,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07691254,,N,161.450378676707
209,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.31161028,,N,655.188183098866
210,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.3075661,,N,647.581307593243
211,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09045843,,N,190.340135221437
212,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0622435,,N,131.022705802499
213,Orange Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01646969,,N,34.7050499988859
214,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13799307,,N,289.874604867677
215,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12100542,,N,254.805556655735
216,White Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00510549,,N,10.7597005721435
217,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.71489704,,N,1505.21175450503
218,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1692627,,N,356.390517961153
219,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.30456855,,N,641.170623922218
220,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15439874,,N,324.435939729805
221,Yellow Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0387001,,N,81.4397159320222
222,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16276221,,N,342.946308704736
223,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06193455,,N,130.219993843763
224,Minor Trail,FDR,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01311008,,N,27.4678354152398
225,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12134023,,N,255.229302893769
226,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14608898,,N,307.353823855432
227,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01778994,,N,37.4812128173589
228,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11828476,,N,248.994163129246
229,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1765225,,N,371.78829534464
230,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.4094375,,N,862.317328203363
231,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10652567,,N,224.042766868094
232,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09134491,,N,192.11677909252
233,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1014879,,N,213.516101343698
234,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.53926574,,N,1134.96213242673
235,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.68663747,,N,1444.41913845448
236,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17487537,,N,367.428753611805
237,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.4585893,,N,964.829278050004
238,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10885829,,N,229.393936149883
239,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.21329501,,N,448.614771932594
240,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08006551,,N,168.530769317966
241,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.28623363,,N,602.5697134663
242,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01056535,,N,22.1920425162194
243,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08053875,,N,169.691054787814
244,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.3052256,,N,641.06871329195
245,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1093024,,N,230.078330345385
246,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11785794,,N,248.156334906604
247,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.33818988,,N,710.572496551424
248,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01504891,,N,31.6111515439016
249,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01515443,,N,31.9339617038864
250,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08546047,,N,179.571593476317
251,Lavender Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02194082,,N,46.1339402370172
252,Lavender Trail,WISSAHICKON,,Lavender Trail,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.11845086,,N,249.342294375974
253,Lavender Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.01205903,,N,25.3961457710314
254,Lavender Trail,WISSAHICKON,,Lavender Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.42151334,,N,886.928850327062
255,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.02998503,,N,63.0918552878963
256,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.19099379,,N,402.146503955786
257,Cresheim Foot Bridge,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04311346,,N,90.5597067984747
258,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0958553,,N,201.737552586218
259,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17994088,,N,379.056750664424
260,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.21997826,,N,463.313152793767
261,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.4878641,,N,1026.36011071184
262,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17132011,,N,360.499596733951
263,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06630328,,N,139.428390872549
264,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.080754,,N,169.757108724567
265,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17474782,,N,367.967059456389
266,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.20741832,,N,436.641885976199
267,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15626686,,N,329.172287346201
268,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09312619,,N,195.911414286958
269,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1862597,,N,391.510496633021
270,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05811118,,N,122.092532249485
271,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.17330933,,N,364.12172860971
272,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.15440134,,N,324.34944891559
273,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12239582,,N,257.187189383363
274,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.20652668,,N,434.624078089664
275,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.13689094,,N,287.660521866504
276,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05363403,,N,112.71793759697
277,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10905487,,N,229.551187953416
278,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04270648,<Null>,N,89.7677659478296
279,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.12218556,,N,257.196115880799
280,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03868553,<Null>,N,81.4895548135625
281,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.09578032,<Null>,N,201.38265426391
282,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.05286535,<Null>,N,111.23684840534
283,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.08860923,,N,186.539507701564
284,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07041205,,N,148.291589751114
285,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.04325637,,N,90.8781266073505
286,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.0384414,,N,81.0036298299258
287,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.10281808,,N,216.659566004825
288,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.03351899,,N,70.6320399928082
289,Orange Trail,WISSAHICKON,,Orange Trail,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06325321,,N,132.809246517033
290,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01654699,,N,34.8260829168601
291,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02103459,,N,44.297053147131
292,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02120895,,N,44.5475454887848
293,White Trail,WISSAHICKON,,White Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.25767094,Minor changes as part of Fall 2021 reroute,N,542.305669426714
294,100 Steps,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,N,N,N,N,N,N,0.03357894,,N,70.6191324852467
295,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00574729,,N,12.1097853820169
296,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08016215,,N,168.327268844877
297,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.06878634,,N,144.413820331932
298,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.16046591,,N,337.529513550393
299,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0085384,,N,17.9772595363566
300,Kitchens Lane Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02177865,,N,45.8099381117037
301,Orange Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00509283,,N,10.7129179083755
302,Mt Airy Ave Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03896475,,N,81.7965719401043
303,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00700254,,N,14.7021608646098
304,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02406166,,N,50.5608177614768
305,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00231267,,N,4.87408735760653
306,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0052589,,N,11.059494995049
307,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00303894,,N,6.39901512309428
308,Orange Trail,WISSAHICKON,,Orange Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.36357853,,N,765.939509181051
309,Livezey Lane Sidepath,WISSAHICKON,,Livezey Lane Sidepath,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.08102697,,N,170.335992921044
310,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01601594,,N,33.7578283299386
311,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00692637,,N,14.5728918581727
312,Minor Trail,WISSAHICKON_CARPENTERS_WOODS,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00836838,,N,17.5863166688293
313,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00497428,,N,10.4834761880588
314,Valley Green Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.024827,,N,52.1417799361663
315,Orange Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00298239,,N,6.27855472856068
316,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00422842,,N,8.90831276569867
317,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00689724,,N,14.5314209848366
318,Rex Avenue Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.02376998,,N,49.9395488464805
319,Minor Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.03044821,,N,64.0290189234036
320,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.01007807,,N,21.2366733734239
321,Thomas Mill Covered Bridge,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04082342,,N,85.7530519682502
322,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.14389059,,N,302.793679409949
323,Lavender Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00696641,,N,14.6735567512082
324,Lavender Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00664042,,N,13.9659393883236
325,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.05124103,,N,107.67023217339
326,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.11821368,,N,248.257973677887
327,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.0052935,,N,11.159764168062
328,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00277454,,N,5.84861488647157
329,Yellow Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00604294,,N,12.6903198579166
330,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23671765,,N,497.729260102757
331,Minor Trail,WISSAHICKON,,,,CONNECTOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.04873583,,N,102.513794246641
332,White Trail,WISSAHICKON,,,,MINOR,HARD,EXISTING,,Y,Y,Y,N,N,N,N,0.00337272,,N,7.08189020472828
333,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.23371746,,N,490.941560284069
334,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.00981075,,N,20.6098875087046
335,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.1787195,,N,375.38600610555
336,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.29526723,,N,620.901638717626
337,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.52638572,,N,1106.03790585314
338,Minor Trail,WISSAHICKON,,,,CONNECTOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07096092,,N,149.115433055843
339,Yellow Trail,WISSAHICKON,,Yellow Trail,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.07201497,,N,151.335545699086
340,Minor Trail,WISSAHICKON,,,,MINOR,SOFT,EXISTING,,Y,Y,Y,N,N,N,N,0.06175853,,N,129.935213826522
