X,Y,objectid,tree_name,tree_dbh,year,loc_y,loc_x
-8369715.92219334,4854894.96679039,16870,ACER CAMPESTRE - HEDGE MAPLE,13,2024,39.92392761,-75.18643559
-8368148.58000448,4853376.05338517,16871,CRATAEGUS SPECIES - OTHER HAWTHORN,8,2024,39.91346278,-75.17235592
-8367898.25362874,4855806.49353118,16872,OSTRYA VIRGINIANA - EASTERN HOP HORNBEAM,3,2024,39.93020697,-75.1701072
-8368112.56440665,4854522.53631312,16873,MAACKIA AMURENSIS - AMUR MAACKIA,4,2024,39.92136183,-75.17203239
-8368096.94212104,4854683.92362806,16874,TILIA SPECIES - OTHER LINDEN,17,2024,39.92247368,-75.17189205
-8370139.82679554,4855517.13914159,16875,ACER PLATANOIDES - NORWAY MAPLE,14,2024,39.92821372,-75.19024359
-8367930.32828399,4855879.90117051,16876,PRUNUS VIRGINIANA - COMMON CHOKECHERRY,4,2024,39.93071264,-75.17039533
-8369191.31741081,4854434.068606,16877,PLATANUS X ACERIFOLIA - LONDON PLANETREE,28,2024,39.92075234,-75.18172299
-8369201.0584152,4854436.90711335,16878,PLATANUS X ACERIFOLIA - LONDON PLANETREE,26,2024,39.92077189,-75.18181049
-8369212.16534419,4854438.87461193,16879,PLATANUS X ACERIFOLIA - LONDON PLANETREE,21,2024,39.92078545,-75.18191027
-8369241.06205828,4854436.61318935,16880,ULMUS SPECIES - OTHER ELM,12,2024,39.92076987,-75.18216985
-8369234.6284321,4854441.14520713,16881,ULMUS SPECIES - OTHER ELM,10,2024,39.92080109,-75.18211206
-8370946.64984184,4856033.29193398,16882,ACER RUBRUM - RED MAPLE,5,2024,39.93176926,-75.1974914
-8370957.82418745,4856035.12205954,16883,FRAXINUS SPECIES - OTHER ASH,5,2024,39.93178186,-75.19759178
-8370978.36103782,4856038.4105332,16884,ACER RUBRUM - RED MAPLE,6,2024,39.93180451,-75.19777627
-8370990.84733547,4856039.30501308,16885,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93181068,-75.19788843
-8370964.7468933,4856206.77276922,16886,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93296424,-75.19765397
-8370952.7187208,4856204.27716736,16887,ACER RUBRUM - RED MAPLE,5,2024,39.93294705,-75.19754592
-8370930.27043108,4856200.54697838,16888,FRAXINUS SPECIES - OTHER ASH,7,2024,39.93292136,-75.19734426
-8368372.77786411,4854670.21050964,16889,PYRUS CALLERYANA - CALLERY PEAR,7,2024,39.92237921,-75.17436992
-8368380.20723524,4854670.75990709,16890,PYRUS CALLERYANA - CALLERY PEAR,7,2024,39.922383,-75.17443666
-8371034.83928346,4856048.85272458,16891,FRAXINUS SPECIES - OTHER ASH,7,2024,39.93187644,-75.19828362
-8371047.8650585,4856050.71292791,16892,FRAXINUS SPECIES - OTHER ASH,5,2024,39.93188926,-75.19840063
-8371068.69622581,4856053.71362071,16893,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93190993,-75.19858776
-8371053.01270774,4856220.97103257,16894,CELTIS OCCIDENTALIS - HACKBERRY,6,2024,39.93306205,-75.19844687
-8371039.83535599,4856218.87397444,16895,FRAXINUS SPECIES - OTHER ASH,9,2024,39.9330476,-75.1983285
-8370971.56899757,4855855.40690352,16896,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93054391,-75.19771525
-8368872.33426483,4854397.31449869,16897,PYRUS CALLERYANA - CALLERY PEAR,7,2024,39.92049912,-75.17885751
-8368205.26909595,4854022.96837344,16898,ACER PLATANOIDES - CRIMSON KING NORWAY MAPLE,9,2024,39.91792001,-75.17286517
-8367993.0754491,4854790.85406469,16899,ACER SPECIES - OTHER MAPLE,6,2024,39.92321036,-75.170959
-8370194.94908019,4855452.82368711,16900,PLATANUS X ACERIFOLIA - LONDON PLANETREE,7,2024,39.92777066,-75.19073876
-8368312.32393031,4852503.93077085,16901,TILIA SPECIES - OTHER LINDEN,25,2024,39.90745341,-75.17382686
-8368317.06171369,4852478.08592115,16902,TILIA SPECIES - OTHER LINDEN,22,2024,39.90727532,-75.17386942
-8368319.40882846,4852463.94077797,16903,TILIA SPECIES - OTHER LINDEN,25,2024,39.90717785,-75.1738905
-8368321.40196942,4852451.9145024,16904,TILIA SPECIES - OTHER LINDEN,6,2024,39.90709498,-75.17390841
-8368334.21535791,4852372.43379549,16905,TILIA SPECIES - OTHER LINDEN,31,2024,39.90654729,-75.17402351
-8368340.79470456,4852334.24751032,16906,TILIA SPECIES - OTHER LINDEN,28,2024,39.90628415,-75.17408261
-8368343.34685096,4852320.34536832,16907,TILIA SPECIES - OTHER LINDEN,24,2024,39.90618835,-75.17410554
-8368345.17829667,4852308.70064128,16908,TILIA SPECIES - OTHER LINDEN,23,2024,39.90610811,-75.17412199
-8368347.13662226,4852296.4228764,16909,TILIA SPECIES - OTHER LINDEN,22,2024,39.9060235,-75.17413958
-8368351.00482611,4852271.26633986,16910,TILIA SPECIES - OTHER LINDEN,28,2024,39.90585015,-75.17417433
-8368354.39740207,4852242.98572565,16911,TILIA SPECIES - OTHER LINDEN,24,2024,39.90565527,-75.17420481
-8369818.53866038,4855831.80482842,16912,PYRUS CALLERYANA - CALLERY PEAR,14,2024,39.93038132,-75.18735741
-8369831.18019606,4855831.92404026,16913,PYRUS CALLERYANA - CALLERY PEAR,13,2024,39.93038215,-75.18747097
-8369152.84935476,4854615.68637493,16914,PLATANUS X ACERIFOLIA - LONDON PLANETREE,25,2024,39.92200358,-75.18137742
-8369146.6283096,4854613.47987236,16915,PLATANUS X ACERIFOLIA - LONDON PLANETREE,21,2024,39.92198837,-75.18132154
-8369140.51901194,4854613.44527878,16916,PLATANUS X ACERIFOLIA - LONDON PLANETREE,21,2024,39.92198814,-75.18126666
-8369210.26563438,4854454.94993298,16917,PLATANUS X ACERIFOLIA - LONDON PLANETREE,25,2024,39.9208962,-75.1818932
-8369220.5249998,4854456.29081797,16918,PYRUS CALLERYANA - CALLERY PEAR,6,2024,39.92090544,-75.18198536
-8369236.49583655,4854466.21961058,16919,ULMUS SPECIES - OTHER ELM,39,2024,39.92097384,-75.18212883
-8370148.31889705,4855719.75094343,16920,TILIA SPECIES - OTHER LINDEN,19,2024,39.92960944,-75.19031987
-8370068.24894915,4855703.86857212,16921,TILIA SPECIES - OTHER LINDEN,21,2024,39.92950003,-75.18960059
-8370048.07864285,4855700.55205943,16922,TILIA SPECIES - OTHER LINDEN,21,2024,39.92947718,-75.1894194
-8368411.11319895,4855243.51180976,16923,AMELANCHIER SPECIES - OTHER SERVICEBERRY,2,2024,39.92632875,-75.17471429
-8369316.44610057,4854658.32516326,16924,PRUNUS PERSICA - PEACH,4,2024,39.92229733,-75.18284704
-8370444.6391821,4855388.64234359,16925,PLATANUS X ACERIFOLIA - LONDON PLANETREE,24,2024,39.92732853,-75.19298176
-8368717.70913661,4854489.01732733,16926,PYRUS CALLERYANA - CALLERY PEAR,10,2024,39.9211309,-75.17746849
-8370684.13625818,4855521.85471065,16927,ACER PALMATUM - JAPANESE MAPLE,3,2024,39.9282462,-75.1951332
-8370543.76399233,4855348.28119362,16928,PLATANUS X ACERIFOLIA - LONDON PLANETREE,27,2024,39.92705049,-75.19387222
-8368169.23960022,4854171.97495756,16929,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,4,2024,39.91894663,-75.17254151
-8369128.90570353,4854999.42148624,16930,PRUNUS SPECIES - OTHER CHERRY,7,2024,39.92464721,-75.18116233
-8369075.02776993,4854432.65738926,16931,QUERCUS ACUTISSIMA - SAWTOOTH OAK,20,2024,39.92074261,-75.18067834
-8369401.30306724,4855211.69934089,16932,PYRUS CALLERYANA - CALLERY PEAR,17,2024,39.92610959,-75.18360932
-8368092.412627,4854451.72211405,16933,QUERCUS PHELLOS - WILLOW OAK,30,2024,39.92087396,-75.17185136
-8368783.88184892,4854493.52604999,16934,PRUNUS SPECIES - OTHER CHERRY,11,2024,39.92116197,-75.17806293
-8370219.66900367,4855910.68290782,16935,ACER PLATANOIDES - NORWAY MAPLE,13,2024,39.93092467,-75.19096082
-8368800.93709974,4854367.86811636,16936,PYRUS CALLERYANA - CALLERY PEAR,19,2024,39.92029625,-75.17821614
-8368793.08708,4854367.12051548,16937,PYRUS CALLERYANA - CALLERY PEAR,8,2024,39.9202911,-75.17814562
-8368808.25154454,4854369.02639172,16938,ACER PLATANOIDES - NORWAY MAPLE,15,2024,39.92030423,-75.17828185
-8368557.48029809,4855450.59849739,16939,CERCIS CANADENSIS - EASTERN REDBUD,5,2024,39.92775533,-75.17602913
-8369443.21802033,4854849.44667204,16940,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,4,2024,39.92361401,-75.18398585
-8369450.4789082,4854851.36700185,16941,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,4,2024,39.92362724,-75.18405107
-8367808.37972524,4855735.28426104,16942,CERCIS CANADENSIS - EASTERN REDBUD,4,2024,39.92971644,-75.16929985
-8367964.95970391,4855403.21842334,16943,CELTIS OCCIDENTALIS - HACKBERRY,13,2024,39.92742894,-75.17070643
-8370579.47425066,4855299.78385054,16944,SALIX BABYLONICA - WEEPING WILLOW,12,2024,39.9267164,-75.19419301
-8368039.44453954,4855166.34962349,16945,GINKGO BILOBA - GINKGO,18,2024,39.92579718,-75.17137554
-8368017.95646722,4855156.31693971,16946,PRUNUS SPECIES - OTHER CHERRY,15,2024,39.92572807,-75.17118251
-8369917.94692623,4856212.92013422,16947,QUERCUS SPECIES - OTHER OAK,14,2024,39.93300659,-75.18825041
-8369926.63556322,4856213.9612046,16948,QUERCUS RUBRA - NORTHERN RED OAK,21,2024,39.93301376,-75.18832846
-8369955.28655468,4856219.33310742,16949,QUERCUS RUBRA - NORTHERN RED OAK,16,2024,39.93305076,-75.18858584
-8368443.52361032,4855431.37324882,16950,KOELREUTERIA PANICULATA - GOLDENRAIN TREE,7,2024,39.92762289,-75.17500544
-8370263.41691153,4855638.30187409,16951,ACER CAMPESTRE - HEDGE MAPLE,14,2024,39.92904837,-75.19135382
-8368267.45843686,4854853.8426669,16952,PRUNUS VIRGINIANA - COMMON CHOKECHERRY,5,2024,39.9236443,-75.17342382
-8368981.21382501,4854584.81604915,16953,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,5,2024,39.9217909,-75.17983559
-8368542.0480145,4854326.77053107,16954,MALUS SPECIES - OTHER CRABAPPLE,13,2024,39.92001311,-75.1758905
-8369277.76640302,4854769.8205148,16955,PRUNUS SPECIES - OTHER CHERRY,5,2024,39.92306545,-75.18249957
-8368119.83738536,4854475.29821677,16956,ACER RUBRUM - RED MAPLE,3,2024,39.92103639,-75.17209772
-8368143.63163204,4853408.16230083,16957,TILIA SPECIES - OTHER LINDEN,23,2024,39.91368402,-75.17231147
-8368162.21737377,4853409.03883873,16958,TILIA SPECIES - OTHER LINDEN,25,2024,39.91369006,-75.17247843
-8367974.74138239,4855423.79857689,16959,KOELREUTERIA PANICULATA - GOLDENRAIN TREE,6,2024,39.92757071,-75.1707943
-8368200.93510351,4853175.48302478,16960,TILIA SPECIES - OTHER LINDEN,21,2024,39.9120808,-75.17282623
-8368233.06293994,4852983.04561696,16961,TILIA SPECIES - OTHER LINDEN,22,2024,39.91075482,-75.17311484
-8368230.15158407,4852996.76239509,16962,TILIA SPECIES - OTHER LINDEN,21,2024,39.91084934,-75.17308869
-8368170.44666101,4853359.82089211,16963,TILIA SPECIES - OTHER LINDEN,26,2024,39.91335094,-75.17255235
-8370532.8408734,4855345.53434405,16964,PLATANUS X ACERIFOLIA - LONDON PLANETREE,21,2024,39.92703157,-75.19377409
-8368189.29608909,4854057.819219,16965,ACER RUBRUM - RED MAPLE,10,2024,39.91816013,-75.17272168
-8368502.6097628,4855975.83714064,16966,BETULA LENTA - SWEET BIRCH,2,2024,39.93137348,-75.17553622
-8368870.96435315,4854371.93522183,16967,PLATANUS X ACERIFOLIA - LONDON PLANETREE,21,2024,39.92032427,-75.17884521
-8369298.84460571,4854764.39964362,16968,PLATANUS X ACERIFOLIA - LONDON PLANETREE,25,2024,39.92302811,-75.18268892
-8370858.17417963,4856018.30032659,16969,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93166599,-75.19669661
-8370869.62488374,4856020.28232554,16970,ACER RUBRUM - RED MAPLE,6,2024,39.93167964,-75.19679947
-8371119.56160908,4856062.92723493,16971,CELTIS OCCIDENTALIS - HACKBERRY,5,2024,39.93197339,-75.19904469
-8371128.93534475,4856064.61690626,16972,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93198503,-75.1991289
-8371160.51436542,4856071.91273307,16973,GLEDITSIA TRIACANTHOS - HONEYLOCUST,5,2024,39.93203529,-75.19941258
-8371170.00338425,4856081.10156607,16974,KOELREUTERIA PANICULATA - GOLDENRAIN TREE,6,2024,39.93209859,-75.19949782
-8371176.1953339,4856100.55782397,16975,GLEDITSIA TRIACANTHOS - HONEYLOCUST,7,2024,39.93223261,-75.19955344
-8371174.26578847,4856115.66771808,16976,CRATAEGUS SPECIES - OTHER HAWTHORN,3,2024,39.93233669,-75.19953611
-8371172.33455191,4856126.84265635,16977,GLEDITSIA TRIACANTHOS - HONEYLOCUST,8,2024,39.93241366,-75.19951876
-8371170.63132227,4856137.87235809,16978,CRATAEGUS SPECIES - OTHER HAWTHORN,3,2024,39.93248964,-75.19950346
-8371168.50005205,4856151.23547308,16979,GLEDITSIA TRIACANTHOS - HONEYLOCUST,7,2024,39.93258169,-75.19948431
-8371165.85695023,4856164.17055437,16980,CRATAEGUS SPECIES - OTHER HAWTHORN,3,2024,39.93267079,-75.19946057
-8371164.20403014,4856177.28191696,16981,GLEDITSIA TRIACANTHOS - HONEYLOCUST,7,2024,39.9327611,-75.19944572
-8371161.93970946,4856190.20172608,16982,CRATAEGUS SPECIES - OTHER HAWTHORN,3,2024,39.9328501,-75.19942538
-8371160.08715231,4856201.34907454,16983,GLEDITSIA TRIACANTHOS - HONEYLOCUST,8,2024,39.93292688,-75.19940874
-8371141.39465727,4856235.70987804,16984,FRAXINUS SPECIES - OTHER ASH,8,2024,39.93316357,-75.19924082
-8371126.53545279,4856233.34348425,16985,CELTIS OCCIDENTALIS - HACKBERRY,6,2024,39.93314727,-75.19910734
-8370840.57080831,4856197.84743122,16986,FRAXINUS SPECIES - OTHER ASH,6,2024,39.93290276,-75.19653848
-8370842.76117757,4856185.48327219,16987,ACER RUBRUM - RED MAPLE,7,2024,39.9328176,-75.19655815
-8368196.09479896,4854018.80172934,16988,ACER RUBRUM - RED MAPLE,12,2024,39.91789131,-75.17278275
-8368110.12832235,4854543.14254637,16989,SYRINGA RETICULATA - JAPANESE TREE LILAC,2,2024,39.92150379,-75.1720105
-8370959.65446626,4856022.93663793,16990,QUERCUS SPECIES - OTHER OAK,5,2024,39.93169792,-75.19760822
-8368557.09723514,4855618.38564835,16991,CERCIS CANADENSIS - EASTERN REDBUD,10,2024,39.92891117,-75.17602569
-8367979.38510961,4855384.54847526,16992,PYRUS CALLERYANA - CALLERY PEAR,13,2024,39.92730033,-75.17083602
-8368637.96843276,4854358.41860555,16993,PLATANUS X ACERIFOLIA - LONDON PLANETREE,28,2024,39.92023115,-75.17675217
-8368134.54227453,4853480.18510693,16994,TILIA SPECIES - OTHER LINDEN,18,2024,39.91418027,-75.17222982
-8368173.76174441,4853334.66733699,16995,TILIA SPECIES - OTHER LINDEN,28,2024,39.91317762,-75.17258213
-8368591.96871339,4855074.27013346,16996,ACER GRISEUM - PAPERBARK MAPLE,3,2024,39.92516285,-75.17633895
-8368605.69019344,4855076.47097979,16997,ACER GRISEUM - PAPERBARK MAPLE,2,2024,39.92517801,-75.17646221
-8368599.10871744,4855075.31588756,16998,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,4,2024,39.92517005,-75.17640309
-8368611.19182161,4855077.47400895,16999,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,4,2024,39.92518492,-75.17651163
-8368663.49538508,4855087.26964539,17000,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,3,2024,39.9252524,-75.17698148
-8368643.72170149,4854943.79988386,17001,CARPINUS BETULUS - EUROPEAN HORNBEAM,3,2024,39.92426403,-75.17680385
-8368652.18537055,4854941.74698233,17002,GLEDITSIA TRIACANTHOS - HONEYLOCUST,3,2024,39.92424988,-75.17687988
-8368660.20028149,4854939.77380276,17003,CARPINUS BETULUS - EUROPEAN HORNBEAM,4,2024,39.92423629,-75.17695188
-8368854.27243056,4854369.90709644,17004,PLATANUS X ACERIFOLIA - LONDON PLANETREE,24,2024,39.9203103,-75.17869526
-8368236.49321713,4854855.69559343,17005,KOELREUTERIA PANICULATA - GOLDENRAIN TREE,8,2024,39.92365706,-75.17314566
-8368612.03633247,4855626.14900746,17006,PRUNUS SPECIES - OTHER CHERRY,6,2024,39.92896465,-75.17651922
-8368271.641265,4852747.3159141,17007,TILIA SPECIES - OTHER LINDEN,25,2024,39.90913052,-75.1734614
-8368279.20432117,4852703.8717782,17008,TILIA SPECIES - OTHER LINDEN,28,2024,39.90883116,-75.17352934
-8368281.72490895,4852686.65662061,17009,TILIA SPECIES - OTHER LINDEN,29,2024,39.90871253,-75.17355198
-8368294.8886047,4852609.94370533,17010,TILIA SPECIES - OTHER LINDEN,20,2024,39.90818393,-75.17367023
-8368130.30767007,4853449.84127012,17011,MALUS SPECIES - OTHER CRABAPPLE,9,2024,39.91397119,-75.17219178
-8368715.51534926,4854743.29774433,17012,ACER SPECIES - OTHER MAPLE,8,2024,39.92288273,-75.17744879
-8367848.98128396,4855319.56142444,17013,ACER GRISEUM - PAPERBARK MAPLE,3,2024,39.92685264,-75.16966458
-8367841.48331946,4855317.29319143,17014,ACER TATARICUM - TATARIAN MAPLE,6,2024,39.92683702,-75.16959722
-8367833.47053799,4855315.4892026,17015,ACER GRISEUM - PAPERBARK MAPLE,3,2024,39.92682459,-75.16952524
-8369981.51094449,4855858.8639167,17016,TILIA SPECIES - OTHER LINDEN,19,2024,39.93056772,-75.18882141
-8369999.25556567,4855861.88250762,17017,TILIA SPECIES - OTHER LINDEN,16,2024,39.93058851,-75.18898082
-8370043.26774734,4855869.1356891,17018,TILIA SPECIES - OTHER LINDEN,21,2024,39.93063848,-75.18937618
-8370057.68686372,4855872.08873396,17019,TILIA SPECIES - OTHER LINDEN,18,2024,39.93065882,-75.18950571
-8370082.21407352,4855876.17173328,17020,TILIA SPECIES - OTHER LINDEN,18,2024,39.93068695,-75.18972604
-8370117.11838948,4855881.59361284,17021,TILIA SPECIES - OTHER LINDEN,13,2024,39.93072429,-75.1900396
-8368437.96291723,4855417.14127711,17022,CARPINUS CAROLINIANA - AMERICAN HORNBEAM,2,2024,39.92752485,-75.17495549
-8369417.16237485,4855959.17703939,17023,ACER CAMPESTRE - HEDGE MAPLE,11,2024,39.93125872,-75.18375179
-8367971.40530366,4855443.0067861,17024,PRUNUS SPECIES - OTHER CHERRY,2,2024,39.92770304,-75.17076433
-8370661.36346856,4856338.23153635,17025,FRAXINUS SPECIES - OTHER ASH,11,2024,39.93386976,-75.19492863
-8368000.98056867,4854608.08779567,17026,ACER RUBRUM - RED MAPLE,6,2024,39.92195123,-75.17103001
-8367997.3886399,4854601.34766998,17027,PYRUS CALLERYANA - CALLERY PEAR,3,2024,39.92190479,-75.17099775
-8367998.62309356,4854593.74860046,17028,PYRUS CALLERYANA - CALLERY PEAR,5,2024,39.92185244,-75.17100883
-8370574.85682031,4855298.96430129,17029,PYRUS CALLERYANA - CALLERY PEAR,8,2024,39.92671075,-75.19415153
-8368137.40243028,4854373.56981917,17030,QUERCUS IMBRICARIA - SHINGLE OAK,11,2024,39.92033553,-75.17225551
-8368448.89006276,4854494.44110799,17031,PRUNUS SPECIES - OTHER CHERRY,2,2024,39.92116827,-75.17505365
-8370565.53035514,4855407.95843652,17032,PRUNUS SERRULATA - KWANZAN CHERRY,9,2024,39.9274616,-75.19406775
-8369273.3627686,4854651.41683409,17033,PYRUS CALLERYANA - CALLERY PEAR,27,2024,39.92224974,-75.18246001
-8369254.14541167,4854647.96514116,17034,PRUNUS SPECIES - OTHER CHERRY,9,2024,39.92222596,-75.18228738
-8369243.41266587,4854643.79297613,17035,PRUNUS SPECIES - OTHER CHERRY,11,2024,39.92219721,-75.18219097
-8370279.87268513,4855640.69486103,17036,CELTIS OCCIDENTALIS - HACKBERRY,13,2024,39.92906485,-75.19150164
-8368336.77242404,4855052.35311498,17037,PRUNUS SARGENTII - SARGENT CHERRY,6,2024,39.92501186,-75.17404648
-8368339.94445276,4854851.41629599,17038,UNKNOWN UNKNOWN - UNKNOWN,4,2024,39.92362758,-75.17407498
-8368074.37005155,4855733.31088135,17039,TILIA SPECIES - OTHER LINDEN,13,2024,39.92970285,-75.17168928
-8367957.43464185,4855441.94147079,17040,GLEDITSIA TRIACANTHOS - HONEYLOCUST,7,2024,39.9276957,-75.17063883
-8367790.76666322,4855841.7595828,17041,GLEDITSIA TRIACANTHOS - HONEYLOCUST,3,2024,39.9304499,-75.16914163
-8367794.39648324,4855826.09936651,17042,CLADRASTIS KENTUKEA - YELLOWWOOD,6,2024,39.93034202,-75.16917424
-8367793.02542297,4855832.91696175,17043,CLADRASTIS KENTUKEA - YELLOWWOOD,5,2024,39.93038899,-75.16916192
-8370659.16403774,4855492.21037888,17044,PRUNUS SERRULATA - KWANZAN CHERRY,11,2024,39.92804199,-75.19490887
-8369022.35186504,4854794.77758997,17045,PRUNUS SPECIES - OTHER CHERRY,16,2024,39.92323739,-75.18020514
-8369026.53758538,4854828.29622824,17046,ACER CAMPESTRE - HEDGE MAPLE,7,2024,39.9234683,-75.18024274
-8370547.34067487,4855234.50041069,17047,PLATANUS X ACERIFOLIA - LONDON PLANETREE,25,2024,39.92626667,-75.19390435
-8370355.98235382,4855935.7682348,17048,GLEDITSIA TRIACANTHOS - HONEYLOCUST,15,2024,39.93109747,-75.19218535
-8370320.37919602,4855547.16030016,17049,CRATAEGUS SPECIES - OTHER HAWTHORN,2,2024,39.92842052,-75.19186552
-8369055.18816068,4854614.10185303,17050,ACER CAMPESTRE - HEDGE MAPLE,6,2024,39.92199266,-75.18050012
-8369041.52726792,4854611.38977659,17051,ACER RUBRUM - RED MAPLE,3,2024,39.92197398,-75.1803774
-8369420.14724108,4854755.43851726,17052,ZELKOVA SERRATA - JAPANESE ZELKOVA,6,2024,39.92296637,-75.1837786
-8369430.47033757,4854754.78764692,17053,ZELKOVA SERRATA - JAPANESE ZELKOVA,6,2024,39.92296189,-75.18387133
-8369435.75011986,4854752.16907295,17054,ZELKOVA SERRATA - JAPANESE ZELKOVA,4,2024,39.92294385,-75.18391876
-8368317.21589402,4853382.39487863,17055,PRUNUS SPECIES - OTHER CHERRY,14,2024,39.91350648,-75.1738708
-8368078.65702447,4854713.91964869,17056,TILIA SPECIES - OTHER LINDEN,17,2024,39.92268034,-75.17172779
-8368736.37569684,4854561.88821235,17057,PLATANUS X ACERIFOLIA - LONDON PLANETREE,6,2024,39.92163294,-75.17763618
-8369006.55424108,4854791.39848954,17058,ZELKOVA SERRATA - JAPANESE ZELKOVA,2,2024,39.92321411,-75.18006323
-8368931.289923,4854852.78004457,17059,PRUNUS SPECIES - OTHER CHERRY,4,2024,39.92363698,-75.17938712
-8369460.2547629,4855955.35653487,17060,ACER CAMPESTRE - HEDGE MAPLE,12,2024,39.93123241,-75.18413889
-8368603.06483456,4855454.92602882,17061,ZELKOVA SERRATA - JAPANESE ZELKOVA,4,2024,39.92778514,-75.17643863
-8370500.40560906,4855763.06274896,17062,ACER PLATANOIDES - CRIMSON KING NORWAY MAPLE,8,2024,39.92990779,-75.19348272
-8370483.08780654,4855760.07699346,17063,GINKGO BILOBA - GINKGO,18,2024,39.92988723,-75.19332715
-8368532.46584473,4854340.66591943,17064,PYRUS CALLERYANA - CALLERY PEAR,18,2024,39.92010884,-75.17580442
-8368750.3465963,4853669.001871,17065,ACER SACCHARUM - SUGAR MAPLE,5,2024,39.91548123,-75.17776168
-8368819.12102627,4854670.697546,17066,QUERCUS PALUSTRIS - PIN OAK,4,2024,39.92238257,-75.17837949
-8368746.3374147,4855044.14252967,17067,PYRUS CALLERYANA - CALLERY PEAR,15,2024,39.9249553,-75.17772566
-8368602.16750073,4853830.18873438,17068,PRUNUS SUBHIRTELLA - HIGAN PENDULA CHERRY,14,2024,39.9165918,-75.17643056
-8368463.27235655,4853745.38591766,17069,PLATANUS X ACERIFOLIA - LONDON PLANETREE,21,2024,39.91600751,-75.17518285
-8368588.53027989,4853329.10013757,17070,PYRUS CALLERYANA - CALLERY PEAR,13,2024,39.91313926,-75.17630806
-8368501.55524201,4853378.39967485,17071,ULMUS PARVIFOLIA - CHINESE ELM,4,2024,39.91347895,-75.17552675
-8368494.62676055,4853377.84075427,17072,ULMUS PARVIFOLIA - CHINESE ELM,4,2024,39.9134751,-75.17546451
-8368464.62890645,4854561.34230351,17073,ZELKOVA SERRATA - JAPANESE ZELKOVA,14,2024,39.92162918,-75.17519503
-8368881.04127955,4854308.57108015,17074,PLATANUS X ACERIFOLIA - LONDON PLANETREE,25,2024,39.91988772,-75.17893573
-8368223.02782899,4854935.85529276,17075,ACER CAMPESTRE - HEDGE MAPLE,4,2024,39.92420929,-75.1730247
-8368806.33868136,4853995.21169642,17076,GLEDITSIA TRIACANTHOS - HONEYLOCUST,12,2024,39.91772878,-75.17826467
-8368791.57305615,4853991.9030714,17077,GLEDITSIA TRIACANTHOS - HONEYLOCUST,14,2024,39.91770598,-75.17813202
-8368107.87409023,4854964.81862551,17078,SYRINGIA RETICULATA - IVORY SILK JAPANESE TREE LILAC,2,2024,39.92440883,-75.17199025
-8368110.81414379,4855682.06651828,17079,ACER TATARICUM - TATARIAN MAPLE,6,2024,39.92934984,-75.17201666
-8368797.25810497,4854801.32645311,17080,PRUNUS SPECIES - OTHER CHERRY,13,2024,39.9232825,-75.17818309
-8368675.85395439,4853860.23825802,17081,PRUNUS SPECIES - OTHER CHERRY,16,2024,39.91679883,-75.1770925
-8368698.77491132,4854226.98076025,17082,KOELREUTERIA PANICULATA - GOLDENRAIN TREE,2,2024,39.9193256,-75.1772984
-8368807.43001385,4853788.04631172,17083,ZELKOVA SERRATA - JAPANESE ZELKOVA,16,2024,39.91630144,-75.17827447
-8368827.69070329,4853792.58552757,17084,ZELKOVA SERRATA - JAPANESE ZELKOVA,16,2024,39.91633271,-75.17845647
-8368848.48140782,4853794.35042797,17085,ZELKOVA SERRATA - JAPANESE ZELKOVA,14,2024,39.91634487,-75.17864324
-8368866.79855504,4853797.34558739,17086,ZELKOVA SERRATA - JAPANESE ZELKOVA,18,2024,39.91636551,-75.17880779
-8368884.10843004,4853800.43092063,17087,ZELKOVA SERRATA - JAPANESE ZELKOVA,17,2024,39.91638677,-75.17896328
-8368900.52684483,4853802.25867507,17088,ZELKOVA SERRATA - JAPANESE ZELKOVA,18,2024,39.91639936,-75.17911077
-8368915.77240317,4853803.78220031,17089,ZELKOVA SERRATA - JAPANESE ZELKOVA,21,2024,39.91640986,-75.17924772
-8368932.49304069,4853806.7680983,17090,ZELKOVA SERRATA - JAPANESE ZELKOVA,18,2024,39.91643043,-75.17939793
-8368950.30291693,4853797.42360049,17091,CLADRASTIS KENTUKEA - YELLOWWOOD,4,2024,39.91636605,-75.17955792
-8368951.99202639,4853784.5793228,17092,CARPINUS BETULUS - EUROPEAN HORNBEAM,5,2024,39.91627755,-75.17957309
-8368954.66234693,4853768.24060631,17093,CLADRASTIS KENTUKEA - YELLOWWOOD,6,2024,39.91616498,-75.17959708
-8368956.44487299,4853758.18454213,17094,SYRINGA RETICULATA - JAPANESE TREE LILAC,2,2024,39.91609569,-75.17961309
